qal_id,contact_lead_id,is_success,outcome_tier,next_stage__c,product_segment,solution_rollup,acct_target_industry,acct_manufacturing_model,acct_primary_site_function,acct_territory_rollup,acct_tier_rollup,contact_lead_title,title_seniority,title_function,title_scope,is_decision_maker,record_completeness,completeness_tier,priority,last_tactic_campaign_channel,cohort_date,cohort_year,cohort_quarter,lead_age_days
a0dPQ000004tewzYAA,0030c00002onM2vAAE,0,Lost,,Mx,Mx,Pharma & BioTech,In-House,Lab Instruments,Japan,Medium,,Unknown,Unknown,Unknown,0,1.0,High,No Priority,Email,2025-05-30,2025,2025Q2,220
a0dPQ000001FS9tYAG,0030c00002nrI92AAE,0,Near-Miss,Recycled,Mx,Mx,Pharma & BioTech,In-House,Animal Health,Americas,Medium,Manufacturing Science and Technology Engineer,IC,Mfg/Ops,Standard,0,1.0,High,Priority 1,Email,2024-07-17,2024,2024Q3,537
a0dPQ000000Iz0DYAS,0030c00002ooPzZAAU,1,Success,SQO,Qx,Qx,Non-Life Science,In-House,Not Enough Info Found,EMEA,Medium,Senior Quality Systems Technician,Other,Quality,Standard,0,1.0,High,Priority 1,Online Ads,2024-02-12,2024,2024Q1,693
a0dPQ000001LEvRYAW,0030c00002oqXc0AAE,1,Success,SQL,Qx,Qx,Medical Device,In-House,Surgical robotics,Americas,Medium,Document Control Specialist,IC,Other,Standard,0,1.0,High,Priority 1,Online Ads,2024-07-31,2024,2024Q3,523
a0dPQ000005ZEgLYAW,0030c00002oqhDgAAI,0,Near-Miss,Recycled,Mx,Mx,Medical Device,CMO,Not Enough Info Found,Americas,Medium,Vice President Operations,C-Suite,Mfg/Ops,Standard,1,1.0,High,Priority 2,External Demand Gen,2025-06-17,2025,2025Q2,202
a0dPQ000008DGdSYAW,0030c00002ooiU3AAI,0,Near-Miss,Recycled,Mx,Mx,Pharma & BioTech,CDMO,Oral solid dosage (OSD),APAC & Oceania,Medium,Quality Engineering Manager,Manager,Quality,Standard,0,1.0,High,Priority 2,Email,2025-08-28,2025,2025Q3,130
a0dPQ00000CBNATYA5,0030c00002ooiU3AAI,0,Near-Miss,Recycled,Qx,Qx,Pharma & BioTech,CDMO,Oral solid dosage (OSD),APAC & Oceania,Medium,Quality Engineering Manager,Manager,Quality,Standard,0,1.0,High,P1 - Video Demo,Email,2025-11-11,2025,2025Q4,55
a0dPQ000000yQcLYAU,0030c00002pEB4iAAG,0,Near-Miss,Recycled,Qx,Qx,Pharma & BioTech,In-House,Blood and Plasma-related products,APAC & Oceania,Large,,Unknown,Unknown,Unknown,0,1.0,High,Priority 1,Directory Listing,2024-06-04,2024,2024Q2,580
a0dPQ00000243CfYAI,0030c00002opymDAAQ,0,Near-Miss,Recycled,Qx,Qx,Medical Device,In-House,Single-use disposables,EMEA,Medium,Quality Assurance Manager,Manager,Quality,Standard,0,1.0,High,Priority 2,Email,2024-10-24,2024,2024Q4,438
a0dPQ000002Ur5lYAC,0030c00002pElW5AAK,0,Near-Miss,Recycled,Qx,Qx,Non-Life Science,In-House,Not Enough Info Found,Americas,Medium,Quality Tech,Other,Quality,Standard,0,1.0,High,Priority 2,Email,2024-12-10,2024,2024Q4,391
a0dPQ000000vagHYAQ,0030c00002oqTuOAAU,0,Near-Miss,Recycled,Qx,Qx,Non-Life Science,CMO,Imaging systems,Americas,Large,Computer System Validation Analyst IV,IC,Quality,Standard,0,1.0,High,Priority 2,SEO,2024-05-24,2024,2024Q2,591
a0dPQ000004KCFdYAO,0030c00002q9D3vAAE,0,Lost,Exclude,Mx,Mx,Pharma & BioTech,In-House,"Cell therapies (CAR-T, NK)",Americas,Medium,"Senior Manager, Information Technology",Manager,Other,Standard,0,1.0,High,P1 - Webinar Demo,External Demand Gen,2025-04-28,2025,2025Q2,252
a0dPQ000006YVYzYAO,0030c00002q9kDPAAY,1,Success,SQL,Qx,Qx,Non-Life Science,Distribution / Wholesale,Non-manufacturing organization,Americas,Small,,Unknown,Unknown,Unknown,0,1.0,High,P1 - Contact Us,Online Ads,2025-07-14,2025,2025Q3,175
a0dPQ000005bH74YAE,0030c00002pDw3CAAS,0,Near-Miss,Recycled,Mx,Mx,Medical Device,Distribution / Wholesale,Non-manufacturing organization,EMEA,Small,"Director, Product Development",Director,R&D,Standard,1,1.0,High,Priority 2,Email,2025-06-18,2025,2025Q2,201
a0dPQ000003aDOPYA2,0030c00002qBUyKAAW,0,Near-Miss,Recycled,Qx,Qx,Medical Device,In-House,Diagnostic Equipment,Americas,Medium,Manufacturing Manager,Manager,Mfg/Ops,Standard,0,1.0,High,Priority 2,Email,2025-02-20,2025,2025Q1,319
a0dPQ000005fK6LYAU,0030c00002qBeSRAA0,0,Near-Miss,Recycled,Mx,Mx,Medical Device,In-House,Lab Instruments,Americas,Medium,Regulatory Affairs Specialist,IC,Regulatory,Standard,0,1.0,High,Priority 2,Email,2025-06-19,2025,2025Q2,200
a0dPQ000009S83uYAC,0030c00002qBeSRAA0,0,Near-Miss,Recycled,Mx,Mx,Medical Device,In-House,Lab Instruments,Americas,Medium,Regulatory Affairs Specialist,IC,Regulatory,Standard,0,1.0,High,Priority 2,Email,2025-10-02,2025,2025Q4,95
a0dPQ000000NYYrYAO,0030c00002pF4iqAAC,0,Near-Miss,Recycled,Qx,Qx,Medical Device,In-House,Not Enough Info Found,Americas,Large,Capa   Manager,Manager,Quality,Standard,0,1.0,High,Priority 2,Email,2024-02-22,2024,2024Q1,683
a0dPQ000001WFMjYAO,0030c00002qBv72AAC,0,Near-Miss,Recycled,Qx,Qx,Medical Device,In-House,Specialty Chemical Manufacturing,Americas,Medium,Regulatory  Affairs Professional,Other,Regulatory,Standard,0,1.0,High,Priority 2,SEO,2024-08-22,2024,2024Q3,501
a0dPQ000000r8ibYAA,0030c00002qCS4WAAW,0,Near-Miss,Recycled,Mx,Mx,Unknown,Unknown,Unknown,Unknown,,Regulatory Affairs Specialist,IC,Regulatory,Standard,0,0.0,Low,Priority 2,Email,2024-05-14,2024,2024Q2,601
a0dPQ000000NSoPYAW,0030c00002pGW4dAAG,0,Near-Miss,Recycled,Qx,Qx,Medical Device,In-House,Implantable devices,EMEA,Small,Quality Assurance Director,Director,Quality,Standard,1,1.0,High,Priority 2,External Demand Gen,2024-02-22,2024,2024Q1,683
a0dPQ000002P3SzYAK,0030c00002qD6tnAAC,0,Near-Miss,Recycled,Qx,Qx,Medical Device,CDMO,Surgical robotics,EMEA,Small,MSc,Other,Other,Standard,0,1.0,High,P1 - Video Demo,SEO,2024-11-29,2024,2024Q4,402
a0dPQ000000EoRZYA0,0030c00002rhuRlAAI,0,Near-Miss,Recycled,Mx,Mx,Pharma & BioTech,In-House,"Cell therapies (CAR-T, NK)",Americas,Small,Director of Quality Assurance and Quality Control,Director,Quality,Standard,1,1.0,High,Priority 2,Online Ads,2024-02-01,2024,2024Q1,704
a0dPQ000001DEW1YAO,0030c00002r3449AAA,0,Near-Miss,Recycled,Qx,Qx,Pharma & BioTech,CDMO,Highly potent API,EMEA,Medium,Head of Qualification/Validation,Director,Quality,Standard,1,1.0,High,Priority 2,External Demand Gen,2024-07-11,2024,2024Q3,543
a0d3t00000kohfQAAQ,0030c00002rjGWjAAM,0,Near-Miss,Recycled,Qx,Qx,Blood & Biologics,CMO,Oral solid dosage (OSD),Americas,Medium,Quality Engineer,IC,Quality,Standard,0,1.0,High,Priority 2,Online Ads,2024-01-18,2024,2024Q1,718
a0dPQ0000084cV7YAI,0030c00002rjYq2AAE,0,Near-Miss,Recycled,Mx,Mx,Medical Device,In-House,In-vitro diagnostic (IVD) kits,Americas,Medium,"Manager, Software Quality Assurance",Manager,Quality,Standard,0,1.0,High,Priority 2,Direct/Inbound,2025-08-25,2025,2025Q3,133
a0dPQ000000Bz8DYAS,0030c00002r4HcLAAU,0,Near-Miss,Recycled,Qx,Qx,Medical Device,Unknown,Unknown,Americas,Medium,Quality Systems Manager,Manager,Quality,Standard,0,0.6,Medium,Priority 2,Email,2024-01-25,2024,2024Q1,711
a0dPQ000000eEttYAE,0030c00002r4HcLAAU,0,Near-Miss,Recycled,Qx,Qx,Medical Device,Unknown,Unknown,Americas,Medium,Quality Systems Manager,Manager,Quality,Standard,0,0.6,Medium,Priority 2,Email,2024-04-05,2024,2024Q2,640
a0dPQ000004W2ArYAK,0030c00002r4HcLAAU,0,Near-Miss,Recycled,Qx,Qx,Medical Device,Unknown,Unknown,Americas,Medium,Quality Systems Manager,Manager,Quality,Standard,0,0.6,Medium,Priority 2,Email,2025-05-15,2025,2025Q2,235
a0dPQ000009F4vmYAC,0030c00002r4HcLAAU,0,Near-Miss,Recycled,Qx,Qx,Medical Device,Unknown,Unknown,Americas,Medium,Quality Systems Manager,Manager,Quality,Standard,0,0.6,Medium,P1 - Webinar Demo,External Demand Gen,2025-09-26,2025,2025Q3,101
a0dPQ000001AiYfYAK,0030c00002sZpPDAA0,0,Near-Miss,Recycled,Mx,Mx,Non-Life Science,Services / Consulting,Non-manufacturing organization,Americas,Medium,"Vice President, Information Technology",C-Suite,Other,Standard,1,1.0,High,Priority 1,SEO,2024-07-03,2024,2024Q3,551
a0dPQ00000224cfYAA,0030c00002t4AgxAAE,1,Success,SQL,Qx,Qx,Non-Life Science,In-House,Not Enough Info Found,EMEA,Small,Commercial Director,Director,Other,Standard,1,1.0,High,Priority 1,Online Ads,2024-10-21,2024,2024Q4,441
a0d3t00000kohUOAAY,0030c00002rihXiAAI,0,Near-Miss,Recycled,Qx,Qx,Pharma & BioTech,Not Enough Info Found,Not Enough Info Found,Americas,Medium,Glp  Quality Assurance auditor iii,Other,Quality,Standard,0,1.0,High,Priority 2,Email,2024-01-18,2024,2024Q1,718
a0dPQ000000AbcbYAC,0030c00002rjGVbAAM,0,Near-Miss,Recycled,Qx,Qx,Pharma & BioTech,In-House,Monoclonal antibodies (mAbs),Americas,Large,QA Associate II,IC,Quality,Standard,0,1.0,High,Priority 2,Online Ads,2024-01-22,2024,2024Q1,714
a0d3t00000koUbhAAE,0030c00002rjVjQAAU,0,Near-Miss,Recycled,Qx,Qx,Non-Life Science,In-House,Food and beverage,Americas,Medium,Plant Quality Manager,Manager,Quality,Site,0,1.0,High,Priority 2,Online Ads,2024-01-17,2024,2024Q1,719
a0d3t00000koQUyAAM,0030c00002t73E2AAI,0,Near-Miss,Recycled,Qx,Qx,Medical Device,In-House,Wound Care,EMEA,Medium,Quality Engineer,IC,Quality,Standard,0,1.0,High,No Priority,Email,2024-01-15,2024,2024Q1,721
a0dPQ000000Cz1JYAS,0030c00002t7U1pAAE,0,Near-Miss,Recycled,Qx,Qx,Medical Device,Software / Technology Development,Non-manufacturing organization,EMEA,Medium,Head of Quality & Regulatory Affairs,Director,Quality,Standard,1,1.0,High,Priority 2,Online Ads,2024-01-29,2024,2024Q1,707
a0dPQ000000CKuDYAW,0030c00002rkk1tAAA,0,Near-Miss,Recycled,Qx,Qx,Medical Device,Consumer Packaged Goods,Dental instruments,Americas,Medium,Quality Assurance Laboratory Technician,Other,Quality,Standard,0,1.0,High,Priority 2,Email,2024-01-26,2024,2024Q1,710
a0dPQ000001LohBYAS,0030c00002sXyOZAA0,0,Near-Miss,Recycled,Qx,Qx,Blood & Biologics,CMO,Sterile injectables,EMEA,Medium,QA eCompliance Manager,Manager,Quality,Standard,0,1.0,High,Priority 2,Email,2024-08-01,2024,2024Q3,522
a0dPQ000002Nl57YAC,0030c00002sXyOZAA0,0,Near-Miss,Recycled,Qx,Qx,Blood & Biologics,CMO,Sterile injectables,EMEA,Medium,QA eCompliance Manager,Manager,Quality,Standard,0,1.0,High,Priority 2,Email,2024-11-26,2024,2024Q4,405
a0d3t00000koFgGAAU,0030c00002sYG1dAAG,0,Near-Miss,Recycled,Qx,Qx,Non-Life Science,In-House,Specialty Chemical Manufacturing,Americas,Small,,Unknown,Unknown,Unknown,0,1.0,High,No Priority,Email,2024-01-12,2024,2024Q1,724
a0dPQ000004KVi5YAG,0030c00002sZTcSAAW,0,Near-Miss,Recycled,Mx,Mx,Pharma & BioTech,CDMO,Oral solid dosage (OSD),Americas,Large,Quality Assurance Manager,Manager,Quality,Standard,0,1.0,High,P1 - Webinar Demo,External Demand Gen,2025-04-28,2025,2025Q2,252
a0dPQ000005i2OEYAY,0030c00002tcaxFAAQ,0,Near-Miss,Recycled,Mx,Mx,Medical Device,CMO,Surgical instruments,Americas,Medium,Manager Operations,Manager,Mfg/Ops,Standard,0,1.0,High,Priority 2,External Demand Gen,2025-06-20,2025,2025Q2,199
a0dPQ000008ZeE5YAK,0030c00002uNhvfAAC,0,Near-Miss,Recycled,Qx,Qx,Medical Device,CMO,Diagnostic Equipment,Americas,Medium,Training/Documentation,Other,Other,Standard,0,1.0,High,P1 - Video Demo,Direct/Inbound,2025-09-09,2025,2025Q3,118
a0dPQ000004BeKnYAK,0030c00002uMF6SAAW,1,Success,Won,Qx,Qx,Pharma & BioTech,CMO,Small-molecule API,Americas,Medium,Quality Assurance Manager,Manager,Quality,Standard,0,1.0,High,Priority 2,SEO,2025-04-14,2025,2025Q2,266
a0dPQ00000625zTYAQ,0030c00002uOQXJAA4,1,Success,SQL,Qx,Qx,Pharma & BioTech,In-House,Biologic API,APAC & Oceania,Medium,Head of Quality,Director,Quality,Standard,1,1.0,High,P1 - Video Demo,Email,2025-06-30,2025,2025Q2,189
a0dPQ000000NiI5YAK,0030c00002uOUGxAAO,0,Near-Miss,Recycled,Mx,Mx,Medical Device,Outsources Manufacturing,Not Enough Info Found,Americas,Medium,,Unknown,Unknown,Unknown,0,1.0,High,Priority 2,Email,2024-02-22,2024,2024Q1,683
a0dPQ000005furOYAQ,0030c00002uMcJ6AAK,0,Near-Miss,Recycled,Mx,Mx,Pharma & BioTech,CDMO,mRNA / LNP therapeutics,Americas,Large,QA Tech Specialist II,IC,Quality,Standard,0,1.0,High,Priority 2,Direct/Inbound,2025-06-19,2025,2025Q2,200
a0dPQ000000NBFhYAO,0030c00002uNDfLAAW,0,Near-Miss,Recycled,Qx,Qx,Non-Life Science,Unknown,Unknown,Americas,Medium,Quality Manager,Manager,Quality,Standard,0,0.6,Medium,Priority 2,Email,2024-02-21,2024,2024Q1,684
a0d3t00000knqYeAAI,0030c00002vnyAjAAI,0,Near-Miss,Recycled,Qx,Qx,Non-Life Science,Outsources Manufacturing,Non-manufacturing organization,Americas,Medium,QC/Process Improvement Director,Director,Quality,Standard,1,1.0,High,Priority 2,SEO,2024-01-09,2024,2024Q1,727
a0dPQ000000KdI9YAK,0030c00002uNRTNAA4,0,Near-Miss,Recycled,Qx,Qx,Non-Life Science,Unknown,Unknown,Americas,Medium,Program Director Clin Asc Professional Fsc Conhi Clinical Research Management,Director,R&D,Standard,1,0.6,Medium,Priority 2,Email,2024-02-15,2024,2024Q1,690
a0dPQ000004DfRFYA0,0030c00002vo9mpAAA,0,Near-Miss,Recycled,Qx,Qx,Pharma & BioTech,In-House,Sterile injectables,Americas,Medium,Senior  Quality Engineer,IC,Quality,Standard,0,1.0,High,P1 - Video Demo,SEO,2025-04-16,2025,2025Q2,264
a0dPQ000004AwejYAC,0030c00002voNjBAAU,0,Near-Miss,Recycled,Qx,Qx,Pharma & BioTech,In-House,Nutraceutical manufacturing,Americas,Medium,QA Manager,Manager,Quality,Standard,0,1.0,High,P1 - Video Demo,SEO,2025-04-11,2025,2025Q2,269
a0dPQ000001PNDlYAO,0030c00002voXCVAA2,0,Near-Miss,Recycled,Qx,Qx,Medical Device,In-House,Single-use disposables,Americas,Medium,"Manager, Customer Success & Quality",Manager,Quality,Standard,0,1.0,High,Priority 1,Direct/Inbound,2024-08-08,2024,2024Q3,515
a0dPQ000000MXOjYAO,0030c00002voYqiAAE,0,Near-Miss,Recycled,Mx,Mx,Pharma & BioTech,Not Enough Info Found,Animal Health,Americas,Medium,Director,Director,Other,Standard,1,1.0,High,Priority 2,Email,2024-02-20,2024,2024Q1,685
a0dPQ000002Y0xJYAS,0030c00002vogWcAAI,0,Near-Miss,Recycled,Mx,Mx,Pharma & BioTech,In-House,Non-manufacturing organization,APAC & Oceania,Large,Research Development Quality Assurance Manager,Manager,Quality,Standard,0,1.0,High,Priority 2,External Demand Gen,2024-12-16,2024,2024Q4,385
a0dPQ000007nYVxYAM,0030c00002vpW2NAAU,0,Near-Miss,Recycled,Qx,Qx,Non-Life Science,Services / Consulting,Non-manufacturing organization,EMEA,Small,QMS,Other,Quality,Standard,0,1.0,High,P1 - Video Demo,Online Ads,2025-08-18,2025,2025Q3,140
a0dPQ000003Zz2JYAS,0030c00002whOwIAAU,1,Success,SQL,Qx,Qx,Medical Device,In-House,Not Enough Info Found,EMEA,Medium,NPI Quality Manager,Manager,Quality,Standard,0,1.0,High,No Priority,MISSING/BLANK,2025-02-20,2025,2025Q1,319
a0dPQ000001Vx85YAC,0030c00002voxJ8AAI,0,Near-Miss,Recycled,Qx,Qx,Pharma & BioTech,In-House,Vaccines,EMEA,Large,Director Audit QA,Director,Quality,Standard,1,1.0,High,Priority 2,External Demand Gen,2024-08-22,2024,2024Q3,501
a0dPQ000001deUrYAI,0030c00002whZsAAAU,0,Near-Miss,Recycled,Qx,Qx,Non-Life Science,Services / Consulting,Non-manufacturing organization,Americas,Medium,Consultant,Other,Other,Standard,0,1.0,High,Priority 2,Direct/Inbound,2024-09-06,2024,2024Q3,486
a0dPQ000004W5IPYA0,0030c00002whZsAAAU,0,Near-Miss,Recycled,Qx,Qx,Non-Life Science,Services / Consulting,Non-manufacturing organization,Americas,Medium,Consultant,Other,Other,Standard,0,1.0,High,Priority 2,Online Ads,2025-05-15,2025,2025Q2,235
a0dPQ000009ggc0YAA,0030c00002whZsAAAU,0,Near-Miss,Recycled,Qx,Qx,Non-Life Science,Services / Consulting,Non-manufacturing organization,Americas,Medium,Consultant,Other,Other,Standard,0,1.0,High,Priority 2,Email,2025-10-07,2025,2025Q4,90
a0dPQ000004KGxZYAW,0030c00002vpAefAAE,0,Near-Miss,Recycled,Mx,Mx,Pharma & BioTech,CMO,Small-molecule API,Americas,Large,Vice  President Of quality assurance,C-Suite,Quality,Standard,1,1.0,High,P1 - Webinar Demo,External Demand Gen,2025-04-28,2025,2025Q2,252
a0dPQ0000027WjdYAE,0030c00002whgdFAAQ,0,Near-Miss,Recycled,Mx,Mx,Pharma & BioTech,In-House,Nutraceutical manufacturing,Americas,Small,President/CEO,C-Suite,Other,Standard,1,1.0,High,Priority 1,SEO,2024-10-30,2024,2024Q4,432
a0dPQ000000bGvRYAU,0030c00002whlqKAAQ,0,Near-Miss,Recycled,Qx,Qx,Non-Life Science,Not Enough Info Found,Non-manufacturing organization,Americas,Small,Managing Director,Director,Other,Standard,1,1.0,High,Priority 2,Email,2024-03-28,2024,2024Q1,648
a0dPQ000003AZpBYAW,0030c00002whyekAAA,0,Near-Miss,Recycled,Qx,Qx,Pharma & BioTech,Not Enough Info Found,Lab Instruments,Americas,Medium,Senior Regulatory Affairs Specialist,IC,Regulatory,Standard,0,1.0,High,Priority 2,Email,2025-02-04,2025,2025Q1,335
a0dPQ000002xaBEYAY,0030c00002whWtJAAU,0,Near-Miss,Recycled,Qx,Qx,Medical Device,In-House,Dental instruments,Americas,Large,Manufacturing  Manager,Manager,Mfg/Ops,Standard,0,1.0,High,Priority 2,Directory Listing,2025-01-28,2025,2025Q1,342
a0dPQ000000EbnhYAC,0030c00002whjwnAAA,0,Near-Miss,Recycled,Qx,Qx,Pharma & BioTech,Services / Consulting,Non-manufacturing organization,EMEA,Small,Dr,Other,Other,Standard,0,1.0,High,Priority 2,Email,2024-02-01,2024,2024Q1,704
a0dPQ000000JdqTYAS,0030c00002xBbtnAAC,0,Near-Miss,Recycled,Qx,Qx,Medical Device,Unknown,Unknown,Americas,Small,Quality & CM Operations Manager,Manager,Quality,Standard,0,0.6,Medium,Priority 2,Email,2024-02-13,2024,2024Q1,692
a0dPQ000002ZILtYAO,0030c00002xBbtnAAC,0,Near-Miss,Recycled,Qx,Qx,Medical Device,Unknown,Unknown,Americas,Small,Quality & CM Operations Manager,Manager,Quality,Standard,0,0.6,Medium,P1 - Contact Us,External Demand Gen,2024-12-18,2024,2024Q4,383
a0dPQ0000044D7dYAE,0030c00002xBbtnAAC,0,Near-Miss,Recycled,Mx,Mx,Medical Device,Unknown,Unknown,Americas,Small,Quality & CM Operations Manager,Manager,Quality,Standard,0,0.6,Medium,No Priority,Outbound Prospecting,2025-04-01,2025,2025Q2,279
a0dPQ000009EvEAYA0,0030c00002xBbtnAAC,0,Near-Miss,Recycled,Qx,Qx,Medical Device,Unknown,Unknown,Americas,Small,Quality & CM Operations Manager,Manager,Quality,Standard,0,0.6,Medium,P1 - Webinar Demo,External Demand Gen,2025-09-26,2025,2025Q3,101
a0dPQ000001FPWzYAO,0030c00002xCJcrAAG,0,Near-Miss,Recycled,Mx,Mx,Pharma & BioTech,In-House,Monoclonal antibodies (mAbs),Americas,Medium,DIR MFG,Other,Other,Standard,0,1.0,High,Priority 2,Email,2024-07-17,2024,2024Q3,537
a0dPQ000005ZD5xYAG,0030c00002xBcVrAAK,0,Near-Miss,Recycled,Mx,Mx,Medical Device,In-House,Implantable devices,Americas,Medium,Vice  President Of operations,C-Suite,Mfg/Ops,Standard,1,1.0,High,Priority 2,External Demand Gen,2025-06-17,2025,2025Q2,202
a0dPQ000002jd45YAA,0030c00002xCfc2AAC,0,Near-Miss,Recycled,Qx,Qx,Medical Device,Not Enough Info Found,Diagnostic Equipment,EMEA,Small,Engineer,IC,Other,Standard,0,1.0,High,P1 - Video Demo,SEO,2025-01-14,2025,2025Q1,356
a0dPQ0000010c9ZYAQ,0030c00002xByvbAAC,1,Success,SQL,Mx,Mx,Pharma & BioTech,CDMO,Animal Health,Americas,Small,Director Compliance,Director,Quality,Standard,1,1.0,High,Priority 1,Online Ads,2024-06-10,2024,2024Q2,574
a0dPQ000001zMHZYA2,0030c00002xD5mKAAS,0,Near-Miss,Recycled,Qx,Qx,Pharma & BioTech,CMO,Nutraceutical manufacturing,Americas,Small,Director,Director,Other,Standard,1,1.0,High,Priority 2,Email,2024-10-15,2024,2024Q4,447
a0dPQ000002HadpYAC,0030c00002xD5mKAAS,0,Near-Miss,Recycled,Qx,Qx,Pharma & BioTech,CMO,Nutraceutical manufacturing,Americas,Small,Director,Director,Other,Standard,1,1.0,High,Priority 2,Email,2024-11-15,2024,2024Q4,416
a0dPQ000003uvOTYAY,0030c00002xCG9OAAW,0,Near-Miss,Recycled,Mx,Mx,Medical Device,In-House,Diagnostic Equipment,Americas,Medium,Program Manager,Manager,PMO,Standard,0,1.0,High,P1 - Video Demo,Online Ads,2025-03-17,2025,2025Q1,294
a0dPQ000004u6N0YAI,0030c00002xCG9OAAW,0,Near-Miss,Recycled,Mx,Mx,Medical Device,In-House,Diagnostic Equipment,Americas,Medium,Program Manager,Manager,PMO,Standard,0,1.0,High,No Priority,Online Ads,2025-05-30,2025,2025Q2,220
a0dPQ000008CPngYAG,0030c00002xDUmQAAW,0,Near-Miss,Recycled,Qx,Qx,Blood & Biologics,In-House,"Cell therapies (CAR-T, NK)",Americas,Small,Chief Operating Officer,C-Suite,Other,Standard,1,1.0,High,No Priority,Outbound Prospecting,2025-08-28,2025,2025Q3,130
a0dPQ000006rgyYYAQ,0030c00002xCsO4AAK,0,Near-Miss,Recycled,Qx,Qx,Pharma & BioTech,CMO,Small-molecule API,Americas,Medium,Quality Engineer & Manager,Manager,Quality,Standard,0,1.0,High,P1 - Contact Us,Online Ads,2025-07-22,2025,2025Q3,167
a0dPQ000003aAf3YAE,0030c00002xDDslAAG,0,Near-Miss,Recycled,Qx,Qx,Pharma & BioTech,CMO,Nutraceutical manufacturing,Americas,Medium,Director of Quality Control/ R & D,Director,Quality,Standard,1,1.0,High,Priority 2,Email,2025-02-20,2025,2025Q1,319
a0dPQ0000045i9SYAQ,0030c00002xDDslAAG,0,Lost,,Mx,Mx,Pharma & BioTech,CMO,Nutraceutical manufacturing,Americas,Medium,Director of Quality Control/ R & D,Director,Quality,Standard,1,1.0,High,Priority 2,Email,2025-04-03,2025,2025Q2,277
a0dPQ000002DuuTYAS,0030c00002xDPzgAAG,0,Near-Miss,Recycled,Qx,Qx,Medical Device,In-House,Single-use disposables,Americas,Large,Director of Compliance,Director,Quality,Standard,1,1.0,High,No Priority,External Demand Gen,2024-11-11,2024,2024Q4,420
a0dPQ000000h9PpYAI,0030c00002xDUbwAAG,0,Near-Miss,Recycled,Mx,Mx,Medical Device,In-House,3D-printed implants,Americas,Medium,Spécialiste en Assurance Qualité,Other,Other,Standard,0,1.0,High,Priority 2,Email,2024-04-15,2024,2024Q2,630
a0dPQ000001GA66YAG,0030c00002xDYjxAAG,0,Near-Miss,Recycled,Qx,Qx,Medical Device,In-House,Not Enough Info Found,Americas,Small,Dir of Regulatory Affairs,Other,Regulatory,Standard,0,1.0,High,Priority 1,Email,2024-07-18,2024,2024Q3,536
a0dPQ000002UqHlYAK,0030c00002xDYjxAAG,0,Near-Miss,Recycled,Qx,Qx,Medical Device,In-House,Not Enough Info Found,Americas,Small,Dir of Regulatory Affairs,Other,Regulatory,Standard,0,1.0,High,P1 - Webinar Demo,Email,2024-12-10,2024,2024Q4,391
a0dPQ000005qLblYAE,0030c00002ykIaEAAU,0,Near-Miss,Recycled,Mx,Mx,Medical Device,In-House,Lasers,Americas,Medium,"Vice President, Operations",C-Suite,Mfg/Ops,Standard,1,1.0,High,Priority 2,External Demand Gen,2025-06-24,2025,2025Q2,195
a0dPQ00000Fg0cVYAR,0030c00002ykhFGAAY,0,Near-Miss,Recycled,Qx,Qx,Medical Device,In-House,Transdermal patch,Americas,Small,Owner/CTO,C-Suite,Other,Standard,1,1.0,High,P1 - Contact Us,Online Ads,2026-01-02,2026,2026Q1,3
a0dPQ000004MZWHYA4,0030c00002ykQPJAA2,1,Success,SQL,Qx,Qx,Pharma & BioTech,Outsources Manufacturing,Nutraceutical manufacturing,Americas,Medium,Quaity Specialist,IC,Other,Standard,0,1.0,High,P1 - Contact Us,Outbound Prospecting,2025-05-01,2025,2025Q2,249
a0dPQ0000021UFpYAM,0030c00002ykYHkAAM,0,Near-Miss,Recycled,Qx,Qx,Medical Device,Not Enough Info Found,Sterile injectables,Americas,Medium,eQMS Project Manager,Manager,PMO,Standard,0,1.0,High,Priority 2,Email,2024-10-18,2024,2024Q4,444
a0d3t00000kohYKAAY,0030c00002ylC8OAAU,0,Near-Miss,Recycled,Qx,Qx,Pharma & BioTech,In-House,Drug discovery & development,Americas,Medium,Senior Director Quality Assurance,Director,Quality,Standard,1,1.0,High,No Priority,External Demand Gen,2024-01-18,2024,2024Q1,718
a0dPQ000001VPb3YAG,0030c00002ylU8JAAU,0,Near-Miss,Recycled,Qx,Qx,Medical Device,CDMO,Surgical instruments,Americas,Medium,Quality Manager,Manager,Quality,Standard,0,1.0,High,Priority 1,External Demand Gen,2024-08-21,2024,2024Q3,502
